entities	language	tweet_id	text	cagri	kaan	label	cagri_labels	kaan_labels	emre	oguzhan	emre_labels	oguzhan_labels
	0	1361776984393711619	"Gara da şehit olan 13 asker polisimizi acısını yediremiyorum durup durup içli ağlayasım geliyor ve hala bu konuda siyaset yapılması midemi bulandırıyor ve ülke siyasetinden artık
tik si ni yo rum.
Allah rızası için acıyı yaşamasını da intikam almasını da  bilin artık."	0.0	0.0	0.0			-1	-1		
	1	1344618093549649923	"Things I’m looking forward to next year:
Zoe killing her half brother
Zoe stealing her brother’s wife
Zoe burning down the church
Zoe getting sent to the psych ward
Zoe escaping the psych ward"	2.0	0.0	-2.0	45:52%HSIG|53:69%HTAR|106:118%HSIG|119:129%HTAR		0.0	0.0		
76:80%OSIG|81:84%OTAR|118:134%OSIG	1	1278080649451225088	Democrats want Trump to get into a pissing contest with Russian because the FAKE NYT put out a false flag story about a bullshit claim from un named sources? The only reason this can happen is because of #TrumpDerangementSyndrome  #TheFive	1.0	1.0	1.0	76:80%OSIG|81:84%OTAR|118:134%OSIG	120:128%OSIG	-1	-1		
	1	1377391563391660035	"Shoot always, shoot everywhere: the scouts of the Southern Military District in Abkhazia hone their skills in rolling small arms, hanging upside down and in other awkward positions.

#russia #spetsnaz https://t.co/qXTUzkAmNi"	0.0	0.0	0.0			-1	-1		
	0	1373766680053157890	"Ne kadar da çok vatan haini varmış güzel ülkemde. Düşmanı dışarıda arama, içimizde her yerde...
#DevletiminYanındayım"	0.0	1.0	-2.0		16:27%OSIG|50:92%OSIG	1.0	1.0	type:textContent|125$136$1$highlight-offensivesignal$|159$166$2$highlight-offensivesignal$	type:textContent|125$136$1$highlight-offensivesignal$
98:108%OSIG	0	1258880444050931717	Programı selamün aleyküm diye açıyor sonra bizi Arap ülkesi sanıyorlar diye yakınıyorlar acaba bu gerizekalı insanlar yüzünden olabilir mi acaba	1.0	1.0	1.0	98:108%OSIG	98:108%OSIG	-1	-1		
	1	1344706536401199104	"#AG #SCOTUS knew Trump chose them to help RNC. But it’s easier/safer being DNC side . SCOTUS must be term limit,don’t be like communist party,stay till go to hell (die)
#newsmax  #Trump #tuckercarlson #electionfraud #election2020 #GregKellyReports #Stinchfield #democrook #maga https://t.co/UAoVCP8QOQ"		1.0	-2.0		142:168%OSIG	-1	-1		
115:131%OSIG	1	1344416496223571970	Appropriating George Floyd’s murder wasn’t enough. Now he’s using the poor and homeless in LA as a step ladder for his pathetic ego.  https://t.co/9jaeMBACGH	1.0	1.0	1.0	115:131%OSIG	119:127%OSIG	-1	-1		
	0	1362851338586099712	HDP kürt görünümlü Ermeni Taşnak terör örgütüdür ve bunu bile bile bu terörist yapıya oy verenler bu örgütün işlediği suçlara ortak olan şerefsizlerdir. #HdpyeKOYvereceğim	1.0	2.0	-2.0	86:97%OTAR|137:151%OSIG	0:3%OTAR|19:48%OSIG|52:152%HSIG|154:171%OSIG	1.0	1.0	type:textContent|109$112$1$highlight-offensivetarget$|113$134$2$highlight-offensivesignal$|135$157$3$highlight-offensivesignal$|179$194$4$highlight-offensivesignal$|195$206$5$highlight-offensivetarget$|246$260$6$highlight-offensivesignal$	type:textContent|109$112$1$highlight-offensivetarget$|128$141$5$highlight-offensivetarget$|142$157$2$highlight-offensivesignal$|179$187$3$highlight-offensivesignal$|246$257$4$highlight-offensivesignal$
	1	1277942252464230401	A woman will call you lame or assume you gay for not wanting to fuck them, whole time they name hot from moving sloppy out here, &amp; they got STD rumors on they name... I love pussy just as much as the next nigga but some women you gotta avoid smashing.. this shit survival 101 gang	0.0	2.0	-2.0		209:214%HSIG	1.0	2.0	type:textContent|318$323$1$highlight-offensivesignal$|324$338$2$highlight-offensivetarget$|339$363$3$highlight-offensivesignal$	type:textContent|139$182$9$highlight-offensivesignal$|221$236$10$highlight-offensivesignal$|244$256$11$highlight-offensivesignal$|280$292$4$highlight-offensivesignal$|318$323$3$highlight-offensivesignal$|328$338$1$highlight-hatetarget$|355$363$2$highlight-hatesignal$
165:190%OSIG|191:203%OTAR|230:246%OSIG	0	1272593708974833667	"Suriye, Libya yada Irak'ta, Arap topraklarına Türk askeri müdahalesini kınıyoruz!
Türkiye Kuzey Irak'ta PKK'ya karşı operasyon başlattı, ses Arap Birliğinden geldi!
Lan şerefsiz, haysiyetsiz Arap Birliği!
Amerikalı Coni yıllardır ırzınıza geçiyor, niçin bir kez olsun kınamadınız? https://t.co/MMqLMJ0WPs"	1.0	1.0	1.0	169:177%OSIG|179:190%OSIG|191:203%OTAR	165:190%OSIG|191:203%OTAR|230:246%OSIG	-1	-1		
	1	1342872273716473856	"Hello baddies,
This message is about BLM ✊🏿
BLM is so important to all of us, many people get killed because of something they can’t control. 
Love all and everyone BLM doesn’t mean only BLM matters it means everyone and everything matters 
LGBTQ+ 🏳️‍🌈 BLM✊🏿"	0.0	0.0	0.0			-1	-1		
4:12%OSIG|14:20%OTAR|180:187%OSIG	1	1276925646174916609	"No, fuck you. Turkey is bombing civilians in Kurdistan, a lot of which are children! I am fuming at the fact that those tags are the first ones I see before the ones that tell the fucking truth!
#TurkeyIsBombingKurdistan https://t.co/GSshwf8HbJ"	1.0	1.0	1.0	4:12%OSIG|14:20%OTAR	4:12%OSIG|180:187%OSIG	-1	-1		
	1	1277435859617353728	As an atheist, it always makes me laugh that I fuck with gospel music so hard... This performance is gorgeous ❤️❤️❤️ #BETAwards	0.0	0.0	0.0			-1	-1		
	0	1233827704316866560	Sen kaybettikçe biz senin için daha çok sabahlayacağız ama siz bu taraftarı haketmiyorsunuz. Hakkımız sadece Fenerbahçe’ye helaldir. https://t.co/w0IDCWeEEj	0.0	0.0	0.0			-1	-1		
80:93%OSIG	1	1377102185738084352	"https://t.co/WelXcLdyhN

@TeamYouTube you guys really gonna let this homophobic piece of shit do this? Not even that, but just why let him kn the platform? “Homophobia isn’t a thing, I ain’t scared of them or anything. I just don’t support them. They deserve to go to hell”"	1.0	1.0	1.0	80:93%OSIG	80:93%OSIG	-1	-1		
	0	1361173505908355072	Kürt olmak terörist olmak değildir. PKAKA(ki adiler hep Keke der) yıllarca yatırım yapılmamış işsiz bırakılmış kürt halkını sömürdü, kullandı. İçlerinde elbet vardır teröre bulaşmış. Ama 1 topluluk komple terörist ilan edilemez.(Karadenizliyim.Yiyosa  gelsinler) #KahrolsunPKK	0.0	2.0	-2.0		36:41%OSIG|45:64%OSIG|229:261%HSIG|273:276%HTAR	2.0	2.0	type:textContent|145$150$1$highlight-offensivetarget$|154$160$2$highlight-offensivesignal$|233$240$5$highlight-no$|353$370$6$highlight-hatesignal$	type:textContent|145$150$3$highlight-hatetarget$|154$160$2$highlight-offensivesignal$|353$370$1$highlight-hatesignal$|372$385$4$highlight-offensivesignal$
3:27%OSIG|58:93%HSIG|95:130%HSIG|175:187%OSIG|225:232%OSIG|252:271%OSIG	0	1341363261774696448	"Bu tacizci kerhane çocuğuna söyleyin

Hiç bir bok yapamaz adamın gtnden şırıngayla kn alırlar!

Gel lan Beşiktaş'dayım konum attım..

Tviti atan da beğeni yapan da geçenlerde ağlanaıyordu dm den taciz ediyorlar diye.
Ama bir sapığın tvitini beğeniyor.
Tacizci bir sapığın https://t.co/kVUlSejdPJ"	2.0	2.0	2.0	11:27%OSIG|65:93%HSIG	3:25%OSIG|58:93%HSIG|95:130%HSIG|175:187%OSIG|225:232%OSIG|252:271%OSIG	-1	-1		
5:8%OTAR|9:40%OSIG|233:238%OSIG|239:246%OTAR	0	1248206815537647617	Hala akp(ahlaksiz ve kitapsizlar partisi)'in baskani dan ne bekliyorsunuz,isci haklari icin isverenle,kadin haklari icin erkeklerle, lgbtqi haklari icin hererolarla,cocuk haklari icin buyuklerle,ekoloji icin yatirimcilarla gorusun 1 salak iktidar var karsimizda #turkiye #COVID19.	1.0	1.0	1.0	5:8%OTAR|9:32%OSIG|233:238%OSIG|239:246%OTAR	9:40%OSIG|233:238%OSIG	-1	-1		
	1	1377126201148329987	"I'm being so chatty. 
But we have a chance now to #FreeSyria and the Earth from the horror that is the Assad regime. 
Please engage. 
Syria is where the disinfo war began. #ListenToSyrians"	0.0	0.0	0.0			-1	-1		
	1	1343483089717059584	gay panic so damnnn goshhhh i wanna die they are lesbianing togetherrrrrrrrrrrrrrrrr	0.0	0.0	0.0			-1	-1		
	1	1277734258623250435	ass person is the gender neutral for asshole(?)	0.0	0.0	0.0			-1	-1		
	1	1278087792552280064	gay people are always like “BYE” bitch where you going?? i know it’s not to therapy!	0.0	1.0	-2.0		0:10%OTAR|33:38%OSIG|57:84%OSIG	1.0	1.0	type:textContent|109$120$4$highlight-offensivetarget$|142$147$2$highlight-offensivesignal$	type:textContent|109$119$1$highlight-offensivetarget$|136$147$2$highlight-offensivesignal$
	1	1344264237707759616	"Gov ban this fucking site we have others

We are not like others who destroy the stores because this blocks the FDI!! So why gov don't take steps! 

On one hand you want FDI and on other hand gov don't entertain these anti hindu things.

Shame #AntiHindu_Amazon_Kindle"		1.0	-2.0		13:20%OSIG	-1	-1		
	1	1344385484835975169	Recovering from our awful government's incompetence with a cosmo and a bath with a gay bath bomb https://t.co/exGSuXIbEH	0.0	0.0	0.0			-1	-1		
	0	1233346630482644993	Savaşsa savaş! Kansa kan! Türk'ün bayramıdır harp. Son nefesime,akacak son damla kanıma kadar savaşacağıma and içerim. Askeri personel olup olmamanın önemi yok. Mevzu vatan, mevzu Türk, mevzu islam. Uyan kardeşim. #İdlip		0.0	-2.0			-1	-1		
22:27%OTAR|37:52%OSIG|73:86%OSIG|87:113%OSIG	1	1278062838184017922	"The news is shocking. Trump is truly a piece of shit.
He's a traitor and his bitch ass should be thrown in prison."	1.0	1.0	1.0	22:27%HTAR|37:52%OSIG|73:86%OSIG|87:113%HSIG	22:27%OTAR|39:52%OSIG|77:86%OSIG	-1	-1		
10:14%OTAR|33:35%OSIG	0	1272953843156955144	20 dakika fbli olup kanser oldum aq fbliler hayatları boyunca nasıl fbli oluyor lan	1.0	1.0	1.0	10:14%OTAR|33:35%OSIG	33:35%OSIG	-1	-1		
	0	1233829197472202752	cignetme buvatanı vur allah aşkına vur sana kurşun atanı vur allah aşkına vur şehitlerin kanını yerde koyma şanını TÜRK islam düşmanını vur allah aşkına vur #OrduMilletOmuzOmuza		2.0	-2.0		18:156%HSIG	-1	-1		
	0	1233828587893067776	"💯💯💯💯💯
#sislitraveﬅi  🧿💛
_____Yatak odamın en güzel yerinde deliler gibsevişebileceğin mükemmel bir vücut seni bekliyor
Mis kokulu ve Ateşli Arap Atı 
💯 0536🌈735.🍌63👄87💯 https://t.co/QKN8pH25ce"		0.0	-2.0			-1	-1		
208:236%OSIG|237:254%OSIG|261:265%OTAR	0	1356734854478635008	"cemaat evlerinde tarikat yurtlarında kendilerinden küçükleri güçsüzlüklerinden yararlanarak taciz eden ler
din temalı şarlatanlıklarla karı-koca müritlerini badeleyen 👳🏽çüler
gündüz küfür edip🌃 harbiye'de travestilerle pazarlık yapan ağır abi barzolar
hepsi lgbt camiasınıniçinde"	1.0	1.0	1.0	246:254%OSIG|261:265%OTAR	208:236%OSIG|237:254%OSIG|261:265%OTAR	-1	-1		
103:276%HSIG	0	1263611417783078912	cami sistemine girerek çav bella çalanlara yaptığınızı bir İsrail yapmaz çav bella konusunda ciddiysen şerefsiz namussuz haysiyetsiz karaktersiz kahbe çocukları geberince Selanız okunmasın camiden kakmasın o piş leşleriniz yıkanmasın yunan çukuruna  atın görelim ciddiyetinizi	2.0	2.0	2.0	103:160%OSIG|161:188%HSIG|208:233%HSIG	103:276%HSIG	-1	-1		
	0	1233896032330801152	Şehitlerimize köpek diyen PKK'lı Reşat Muaz'ı Özel Harekat evinden aldı. https://t.co/KFUohV2NNd	0.0	0.0	0.0			-1	-1		
	1	1344767661872455681	Coming from a person whose party every weekend... honestly y’all please go church tonight. Bring in the New Year right. One night een ga kill ya	0.0	0.0	0.0			-1	-1		
0:22%OTAR|60:83%OSIG	1	1376982614070980614	international football was already dead but my god it’s hit a new level of dog shit	1.0	1.0	1.0	0:22%OTAR|60:83%OSIG	75:83%OSIG	-1	-1		
	0	1368648664432844800	Her yer imam hatip oldu  kadına yönelik şiddet cinayet ne demek anlatılmıyormu		0.0	-2.0			-1	-1		
	0	1229722691869007872	efendi olmayan gey arkadaşlarım fav	0.0	0.0	0.0			-1	-1		
	1	1277681405141479424	"GUYS IM NOT GAY 
I DO NOT CONFORM TO THE HOMOSEXUAL AGENDA.

I AM THE FUCKING RAINBOW.
I AM THE HOMOSEXUAL AGENDA."	0.0	0.0	0.0			-1	-1		
234:245%OSIG	0	1347255136402481152	"ARA TRANSFER DÖNEMİNDE MAÇ ARASI OLMAMASINA RAĞMEN NASIL OLUR 5 OCAK DEDİN Mİ İSİMLER PAT PAT BİLDİRİLMEZ ! BU ADAMLAR GELECEK , ANTRENMAN YAPACAK , ADAPTE OLACAK ... 30 OCAK’IN SON DKSINA KADAR YAPACAĞINIZ ÇİNGENE PAZARLIĞI BATSIN ! LANET OLSUN !

 #YönetimSabrımızıTaşırma"	1.0	1.0	1.0	234:245%OSIG	234:245%OSIG	-1	-1		
	0	1374051227055628297	"ülkeye göre vatan haini oranı 

🇺🇸ABD: %1
🇫🇷Fransa: %1
🇧🇪Belçika: %1.2
🇬🇧İngiltere: %0.8
🇬🇷Yunanistan: %3
🇯🇵 Japonya %0,5

🇹🇷 Türkiye %22  

Yoksa daha fazla mı ?"	0.0	1.0	-2.0			1.0	1.0	type:textContent|121$133$1$highlight-offensivesignal$	type:textContent|121$132$1$highlight-offensivesignal$|249$256$2$highlight-offensivetarget$
13:30%OSIG	1	1377339251562405889	Which one of you motherfuckers sent my tweet about my sexual assault to the Greek life advisor?	1.0	1.0	1.0	13:30%OSIG	17:30%OSIG	-1	-1		
	1	1233895683104505856	This referee is having none of Savage's antics. Anytime he clowns he shouts at him to box. Better round 3 for Espino, who is ahead 29-28 on my card. #GarciaVargas	1.0	0.0	-2.0	31:37%OTAR|59:65%OSIG		0.0	0.0		
	1	1344510435035394049	"The Bride, the church should not be defiled by the emission of semen, discharge of blood from the body and should safeguard our salvation-Sis B Christopher Vasini-Dec 31, 2020 https://t.co/OrUJIls5mk
#jesus #bible #kingdom #goa #nagaland #usa #uk #europe #canada #australia https://t.co/kliZuwrYp9"	0.0	0.0	0.0			-1	-1		
47:57%OTAR|58:73%OSIG|109:123%OSIG|188:224%OSIG|267:272%OSIG	1	1343714821171261440	Nah nah nah I’m fucking done bru honestly bru @CallofDuty your game sucks I just spent so much cod points in this damn game and I’m angered cuz wtf is y’all doing in that damn hq im finna shoot that bitch up on sum real shit rocket league can take my money yall game sucks bru	1.0	1.0	1.0	47:57%OTAR|58:73%OSIG|109:123%OSIG	68:73%OSIG|188:224%OSIG|267:272%OSIG	-1	-1		
	1	1344023992554942464	Stop making noise, the whole world knows that this is a Kung Flu, they can lie as much as they want like the Americans that were calling Aids an African thing so am not surprised at all. They can all go to hell and tell the devil that we r still alive	2.0	0.0	-2.0	187:210%HSIG	200:210%OSIG	1.0	1.0	type:textContent|296$300$1$highlight-offensivetarget$|309$319$2$highlight-offensivesignal$	type:textContent|296$300$3$highlight-offensivetarget$|309$319$1$highlight-offensivesignal$|324$360$2$highlight-offensivesignal$
	1	1277317526280638465	I had a dream I was playing a full contact football 7v7 tournament idk why or how but I was booming shit and catching shit	0.0	0.0	0.0			-1	-1		
	0	1264851041855639560	dinine kitabına peygamberine devletine bağlı bir kürt.   pkk kürt  değil vatan haini şerefsiz kitapsız  dinsiz imamsız orospu çocuğudur savunanlarda orrrrrrrrrrospu çocuğudur  #RamazanHocaYalnizDegildir		2.0	-2.0		55:60%HTAR|73:135%HSIG|136:148%HTAR|149:174%HSIG	-1	-1		
45:54%OTAR|86:97%OSIG|98:102%OTAR	0	1368175916262785024	İstanbul Avrupa yakasına bir geciyosun sanki Arabistan a geldin her yer arapça tabela lanet olsun Arap hayranliginiza !!	1.0	1.0	1.0	45:54%OTAR|86:97%OSIG|98:102%OTAR	86:97%OSIG	-1	-1		
	0	1333852323408449541	"Ateist, kominist,kemalist,putperest 
Fikrini sununca fikir özgürlüğü .

Müslüman fikrini sununca: Gerici yobaz terörist hayın .
 99 'u müslüman olan bir yerde 
Bunda baya bir terslik var 🤔🤔

#AYMYargınınSüsümü"	1.0	0.0	-2.0	17:25%OTAR|26:36%OSIG		1.0	1.0	type:textContent|207$213$1$highlight-offensivesignal$|214$219$2$highlight-offensivesignal$|220$228$3$highlight-offensivesignal$|229$234$4$highlight-offensivesignal$	type:textContent|109$115$1$highlight-offensivesignal$|117$125$2$highlight-offensivesignal$|126$134$3$highlight-offensivesignal$|135$144$4$highlight-offensivesignal$|207$213$5$highlight-offensivesignal$|214$219$6$highlight-offensivesignal$|220$228$7$highlight-offensivesignal$|229$234$8$highlight-offensivesignal$
	1	1376940732288622599	"He's watching his wife who got injured in #Kayin as Brutal Military's air strikes. All ethnic and Religions are suffering from this brutal Dictatorship Everyday. It's time to end this Genocidal Coup.
#forceavote
#MilkTeaAlliance
#WhatsHappeningInMyanmar https://t.co/cCYagaEV3z"	0.0	0.0	0.0			-1	-1		
114:164%OSIG	1	1376942777125105668	Yall have stalked and harassed us you kept raping my granny raping me had me in abuse these men keep on they mess gay ass ugly lookin hard headed delusional bitches!!!!!!!!!!!!!!!!!	1.0	1.0	1.0	118:164%OSIG	114:164%OSIG	-1	-1		
	0	1344381573404221441	"Kadın cinayetleri devlet zihniyetinin ve karakterinin bir ürünüdür.Devletin zihniyeti kadını recmeden,cariye,ev kölesi ve cinsel obje olarak gören bir zihniyettir.Devlet algısında Kadın bir tapu ve mülktür.Kimliği erkeğin verdiği ruhsattır!Katil eril devlettir
#KadınlarBirleşiniz"	1.0	0.0	-2.0	240:245%OSIG|251:260%OTAR		1.0	1.0	type:textContent|349$354$1$highlight-offensivesignal$|358$360$5$highlight-no$|360$366$8$highlight-offensivetarget$|366$367$6$highlight-no$	type:textContent|127$143$2$highlight-offensivetarget$|195$210$3$highlight-offensivesignal$|211$217$5$highlight-offensivesignal$|218$227$6$highlight-offensivesignal$|231$255$4$highlight-offensivesignal$|349$354$7$highlight-offensivesignal$|355$359$8$highlight-offensivesignal$|360$366$1$highlight-offensivetarget$
	1	1233885356912775169	Will there be a new #refugee crisis? Turkey has opened the borders - wants more money from ⁦@eu https://t.co/KLt7BZ4XNr	0.0	0.0	0.0			-1	-1		
	1	1344632407232802817	"Weeks ago ""SDF"" and US occupation forces has released ISIS prisoners in Deir Ezzor. High possibility that These ISIS terrorists is the prisoners who attacked Syrian Arab Army troop yesterday!

May God The Heroes Rest in Peace, Revenge Coming!🇸🇾💪

#SyrianArabRepublic 
#SAA #Truth https://t.co/q1EzFuHhQ6"	2.0	0.0	-2.0	10:40%HTAR|227:241%HSIG		2.0	2.0	type:textContent|221$237$2$highlight-hatetarget$|336$350$1$highlight-hatesignal$	type:textContent|129$149$5$highlight-hatetarget$|163$177$6$highlight-hatetarget$|221$236$4$highlight-hatetarget$|302$334$3$highlight-offensivesignal$|336$351$1$highlight-hatesignal$|355$357$2$highlight-hatesignal$
	1	1233901547135868930	"*History TV* 📺

For the first time in recorded history, Saudi Arabia has denied entry, to Muslim pilgrims who travel to the Kingdom for the purpose of Umrah and visiting the Prophet's Mosque in Medina. https://t.co/ZXbTBz9IhQ"	0.0	0.0	0.0			-1	-1		
	0	1324405620577988608	"Terörist İsrailli eski Bakan Kara: ""Amerikan Yahudileri Trump'a ihanet etti!."" https://t.co/UgfDrCcF64"	0.0	2.0	-2.0		0:17%HSIG	1.0	1.0	type:textContent|109$117$1$highlight-offensivesignal$|118$126$2$highlight-offensivesignal$|127$142$3$highlight-offensivetarget$	type:textContent|109$117$1$highlight-offensivesignal$|132$142$2$highlight-offensivetarget$
0:4%OSIG|4:26%OTAR|26:41%OSIG|97:102%OTAR|106:134%OSIG	1	1278023339395563520	bro people who watch anime and are racist, anti- LGBTQ &amp; sexist legit needs to stop watching anime bc that shit doesn’t make sense	1.0	1.0	1.0	4:26%OTAR|97:102%OTAR|106:134%OSIG	0:41%OSIG	-1	-1		
	0	1273546763840954369	Fenerli bir kaç hesap Mert Hakan fb de demiş. Yine bizim transfer politikamızda ki oyuncuyla ilgileniyorlar muazzam olay aq :d	1.0	0.0	-2.0	0:7%OTAR|121:123%OSIG		1.0	0.0	type:textContent|230$232$1$highlight-offensivesignal$	
